code,duration_hours,device_limit,valid_from,valid_until,is_claimed
1403622,1,2,2026-09-03,2027-09-03,false
5720157,1,2,2026-09-03,2027-09-03,false
6356169,1,2,2026-09-03,2027-09-03,false
6297471,1,2,2026-09-03,2027-09-03,false
4182982,1,2,2026-09-03,2027-09-03,false
9532397,1,2,2026-09-03,2027-09-03,false
4944804,1,2,2026-09-03,2027-09-03,false
4515426,1,2,2026-09-03,2027-09-03,false
1510724,1,2,2026-09-03,2027-09-03,false
4469195,1,2,2026-09-03,2027-09-03,false
8696367,1,2,2026-09-03,2027-09-03,false
7964601,1,2,2026-09-03,2027-09-03,false
4420864,1,2,2026-09-03,2027-09-03,false
5286163,1,2,2026-09-03,2027-09-03,false
2540768,1,2,2026-09-03,2027-09-03,false
6970529,1,2,2026-09-03,2027-09-03,false
5967561,1,2,2026-09-03,2027-09-03,false
8680032,1,2,2026-09-03,2027-09-03,false
0315609,1,2,2026-09-03,2027-09-03,false
3613168,1,2,2026-09-03,2027-09-03,false
3897879,1,2,2026-09-03,2027-09-03,false
4111729,1,2,2026-09-03,2027-09-03,false
9968359,1,2,2026-09-03,2027-09-03,false
3757445,1,2,2026-09-03,2027-09-03,false
2729873,1,2,2026-09-03,2027-09-03,false
1083436,1,2,2026-09-03,2027-09-03,false
5971970,1,2,2026-09-03,2027-09-03,false
8829364,1,2,2026-09-03,2027-09-03,false
2220245,1,2,2026-09-03,2027-09-03,false
1019895,1,2,2026-09-03,2027-09-03,false
9715829,1,2,2026-09-03,2027-09-03,false
1229558,1,2,2026-09-03,2027-09-03,false
2680229,1,2,2026-09-03,2027-09-03,false
9082944,1,2,2026-09-03,2027-09-03,false
8803961,1,2,2026-09-03,2027-09-03,false
3725139,1,2,2026-09-03,2027-09-03,false
2169721,1,2,2026-09-03,2027-09-03,false
9509998,1,2,2026-09-03,2027-09-03,false
9727180,1,2,2026-09-03,2027-09-03,false
4175710,1,2,2026-09-03,2027-09-03,false
4624373,1,2,2026-09-03,2027-09-03,false
6405954,1,2,2026-09-03,2027-09-03,false
1293057,1,2,2026-09-03,2027-09-03,false
8570353,1,2,2026-09-03,2027-09-03,false
0372815,1,2,2026-09-03,2027-09-03,false
3269450,1,2,2026-09-03,2027-09-03,false
2310844,1,2,2026-09-03,2027-09-03,false
2948953,1,2,2026-09-03,2027-09-03,false
8246451,1,2,2026-09-03,2027-09-03,false
1458358,1,2,2026-09-03,2027-09-03,false
5790047,1,2,2026-09-03,2027-09-03,false
4245266,1,2,2026-09-03,2027-09-03,false
2256366,1,2,2026-09-03,2027-09-03,false
2730239,1,2,2026-09-03,2027-09-03,false
1588146,1,2,2026-09-03,2027-09-03,false
9400833,1,2,2026-09-03,2027-09-03,false
7246350,1,2,2026-09-03,2027-09-03,false
1488643,1,2,2026-09-03,2027-09-03,false
1902952,1,2,2026-09-03,2027-09-03,false
9728825,1,2,2026-09-03,2027-09-03,false
0822921,1,2,2026-09-03,2027-09-03,false
2387935,1,2,2026-09-03,2027-09-03,false
5532565,1,2,2026-09-03,2027-09-03,false
5238545,1,2,2026-09-03,2027-09-03,false
1068535,1,2,2026-09-03,2027-09-03,false
9297025,1,2,2026-09-03,2027-09-03,false
2677810,1,2,2026-09-03,2027-09-03,false
5140728,1,2,2026-09-03,2027-09-03,false
8609722,1,2,2026-09-03,2027-09-03,false
7803025,1,2,2026-09-03,2027-09-03,false
0158995,1,2,2026-09-03,2027-09-03,false
3886010,1,2,2026-09-03,2027-09-03,false
1318681,1,2,2026-09-03,2027-09-03,false
9645059,1,2,2026-09-03,2027-09-03,false
7268627,1,2,2026-09-03,2027-09-03,false
9337653,1,2,2026-09-03,2027-09-03,false
5002589,1,2,2026-09-03,2027-09-03,false
7478208,1,2,2026-09-03,2027-09-03,false
9047403,1,2,2026-09-03,2027-09-03,false
1155680,1,2,2026-09-03,2027-09-03,false
8328183,1,2,2026-09-03,2027-09-03,false
3855062,1,2,2026-09-03,2027-09-03,false
1291305,1,2,2026-09-03,2027-09-03,false
5647890,1,2,2026-09-03,2027-09-03,false
5766181,1,2,2026-09-03,2027-09-03,false
6121826,1,2,2026-09-03,2027-09-03,false
1616997,1,2,2026-09-03,2027-09-03,false
4840942,1,2,2026-09-03,2027-09-03,false
1190005,1,2,2026-09-03,2027-09-03,false
2210753,1,2,2026-09-03,2027-09-03,false
5725439,1,2,2026-09-03,2027-09-03,false
9260438,1,2,2026-09-03,2027-09-03,false
0467479,1,2,2026-09-03,2027-09-03,false
9774707,1,2,2026-09-03,2027-09-03,false
7911041,1,2,2026-09-03,2027-09-03,false
1979018,1,2,2026-09-03,2027-09-03,false
4134626,1,2,2026-09-03,2027-09-03,false
6039345,1,2,2026-09-03,2027-09-03,false
7785597,1,2,2026-09-03,2027-09-03,false
4004455,1,2,2026-09-03,2027-09-03,false
9476304,1,2,2026-09-03,2027-09-03,false
5058728,1,2,2026-09-03,2027-09-03,false
4372778,1,2,2026-09-03,2027-09-03,false
0098924,1,2,2026-09-03,2027-09-03,false
8532514,1,2,2026-09-03,2027-09-03,false
0091669,1,2,2026-09-03,2027-09-03,false
1579286,1,2,2026-09-03,2027-09-03,false
3357356,1,2,2026-09-03,2027-09-03,false
0290719,1,2,2026-09-03,2027-09-03,false
5283467,1,2,2026-09-03,2027-09-03,false
6341319,1,2,2026-09-03,2027-09-03,false
9267804,1,2,2026-09-03,2027-09-03,false
2477943,1,2,2026-09-03,2027-09-03,false
4968739,1,2,2026-09-03,2027-09-03,false
8274544,1,2,2026-09-03,2027-09-03,false
5857181,1,2,2026-09-03,2027-09-03,false
1083579,1,2,2026-09-03,2027-09-03,false
6298577,1,2,2026-09-03,2027-09-03,false
2512762,1,2,2026-09-03,2027-09-03,false
1687059,1,2,2026-09-03,2027-09-03,false
4566212,1,2,2026-09-03,2027-09-03,false
8512193,1,2,2026-09-03,2027-09-03,false
3852657,1,2,2026-09-03,2027-09-03,false
1687906,1,2,2026-09-03,2027-09-03,false
5896664,1,2,2026-09-03,2027-09-03,false
1156971,1,2,2026-09-03,2027-09-03,false
0026825,1,2,2026-09-03,2027-09-03,false
6414651,1,2,2026-09-03,2027-09-03,false
5598824,1,2,2026-09-03,2027-09-03,false
9885628,1,2,2026-09-03,2027-09-03,false
6164866,1,2,2026-09-03,2027-09-03,false
6459233,1,2,2026-09-03,2027-09-03,false
7015183,1,2,2026-09-03,2027-09-03,false
8980936,1,2,2026-09-03,2027-09-03,false
9679975,1,2,2026-09-03,2027-09-03,false
4249089,1,2,2026-09-03,2027-09-03,false
8307730,1,2,2026-09-03,2027-09-03,false
5876623,1,2,2026-09-03,2027-09-03,false
7886343,1,2,2026-09-03,2027-09-03,false
5278404,1,2,2026-09-03,2027-09-03,false
3891703,1,2,2026-09-03,2027-09-03,false
3117203,1,2,2026-09-03,2027-09-03,false
8721065,1,2,2026-09-03,2027-09-03,false
7228390,1,2,2026-09-03,2027-09-03,false
7270159,1,2,2026-09-03,2027-09-03,false
0784992,1,2,2026-09-03,2027-09-03,false
5287229,1,2,2026-09-03,2027-09-03,false
2667590,1,2,2026-09-03,2027-09-03,false
8076569,1,2,2026-09-03,2027-09-03,false
8913342,1,2,2026-09-03,2027-09-03,false
1637593,1,2,2026-09-03,2027-09-03,false
6295856,1,2,2026-09-03,2027-09-03,false
7587909,1,2,2026-09-03,2027-09-03,false
8119716,1,2,2026-09-03,2027-09-03,false
8412029,1,2,2026-09-03,2027-09-03,false
6027754,1,2,2026-09-03,2027-09-03,false
0255354,1,2,2026-09-03,2027-09-03,false
1770989,1,2,2026-09-03,2027-09-03,false
6855917,1,2,2026-09-03,2027-09-03,false
1634764,1,2,2026-09-03,2027-09-03,false
5188087,1,2,2026-09-03,2027-09-03,false
4463171,1,2,2026-09-03,2027-09-03,false
1950856,1,2,2026-09-03,2027-09-03,false
2198192,1,2,2026-09-03,2027-09-03,false
5808440,1,2,2026-09-03,2027-09-03,false
6073553,1,2,2026-09-03,2027-09-03,false
3801900,1,2,2026-09-03,2027-09-03,false
3537087,1,2,2026-09-03,2027-09-03,false
7376711,1,2,2026-09-03,2027-09-03,false
0354274,1,2,2026-09-03,2027-09-03,false
4509694,1,2,2026-09-03,2027-09-03,false
6437526,1,2,2026-09-03,2027-09-03,false
1419134,1,2,2026-09-03,2027-09-03,false
9251462,1,2,2026-09-03,2027-09-03,false
4879956,1,2,2026-09-03,2027-09-03,false
5417879,1,2,2026-09-03,2027-09-03,false
5710425,1,2,2026-09-03,2027-09-03,false
7641328,1,2,2026-09-03,2027-09-03,false
3950102,1,2,2026-09-03,2027-09-03,false
3470695,1,2,2026-09-03,2027-09-03,false
1416022,1,2,2026-09-03,2027-09-03,false
0733294,1,2,2026-09-03,2027-09-03,false
4439149,1,2,2026-09-03,2027-09-03,false
9198181,1,2,2026-09-03,2027-09-03,false
6762829,1,2,2026-09-03,2027-09-03,false
7453852,1,2,2026-09-03,2027-09-03,false
8392236,1,2,2026-09-03,2027-09-03,false
4476624,1,2,2026-09-03,2027-09-03,false
3148909,1,2,2026-09-03,2027-09-03,false
3962375,1,2,2026-09-03,2027-09-03,false
8369966,1,2,2026-09-03,2027-09-03,false
2839648,1,2,2026-09-03,2027-09-03,false
0415479,1,2,2026-09-03,2027-09-03,false
3868961,1,2,2026-09-03,2027-09-03,false
0022312,1,2,2026-09-03,2027-09-03,false
2645910,1,2,2026-09-03,2027-09-03,false
2183903,1,2,2026-09-03,2027-09-03,false
2930205,1,2,2026-09-03,2027-09-03,false
4637286,1,2,2026-09-03,2027-09-03,false
3168120,1,2,2026-09-03,2027-09-03,false
1242897,1,2,2026-09-03,2027-09-03,false
0096935,1,2,2026-09-03,2027-09-03,false
3616875,1,2,2026-09-03,2027-09-03,false
5320065,1,2,2026-09-03,2027-09-03,false
9442143,1,2,2026-09-03,2027-09-03,false
4767104,1,2,2026-09-03,2027-09-03,false
5745331,1,2,2026-09-03,2027-09-03,false
8060349,1,2,2026-09-03,2027-09-03,false
6813927,1,2,2026-09-03,2027-09-03,false
0507730,1,2,2026-09-03,2027-09-03,false
3302632,1,2,2026-09-03,2027-09-03,false
9675253,1,2,2026-09-03,2027-09-03,false
5327731,1,2,2026-09-03,2027-09-03,false
4286713,1,2,2026-09-03,2027-09-03,false
0457690,1,2,2026-09-03,2027-09-03,false
0714484,1,2,2026-09-03,2027-09-03,false
1273619,1,2,2026-09-03,2027-09-03,false
1829828,1,2,2026-09-03,2027-09-03,false
1012241,1,2,2026-09-03,2027-09-03,false
1719190,1,2,2026-09-03,2027-09-03,false
8168335,1,2,2026-09-03,2027-09-03,false
3712477,1,2,2026-09-03,2027-09-03,false
5457514,1,2,2026-09-03,2027-09-03,false
4807473,1,2,2026-09-03,2027-09-03,false
0224025,1,2,2026-09-03,2027-09-03,false
3387138,1,2,2026-09-03,2027-09-03,false
1414365,1,2,2026-09-03,2027-09-03,false
4674628,1,2,2026-09-03,2027-09-03,false
0888320,1,2,2026-09-03,2027-09-03,false
7887774,1,2,2026-09-03,2027-09-03,false
0198017,1,2,2026-09-03,2027-09-03,false
8394527,1,2,2026-09-03,2027-09-03,false
3219477,1,2,2026-09-03,2027-09-03,false
9933443,1,2,2026-09-03,2027-09-03,false
1032548,1,2,2026-09-03,2027-09-03,false
8187355,1,2,2026-09-03,2027-09-03,false
7715674,1,2,2026-09-03,2027-09-03,false
3733393,1,2,2026-09-03,2027-09-03,false
7716621,1,2,2026-09-03,2027-09-03,false
1241608,1,2,2026-09-03,2027-09-03,false
0950221,1,2,2026-09-03,2027-09-03,false
7035879,1,2,2026-09-03,2027-09-03,false
7473434,1,2,2026-09-03,2027-09-03,false
1749616,1,2,2026-09-03,2027-09-03,false
7245791,1,2,2026-09-03,2027-09-03,false
1083687,1,2,2026-09-03,2027-09-03,false
4691020,1,2,2026-09-03,2027-09-03,false
5627956,1,2,2026-09-03,2027-09-03,false
7016135,1,2,2026-09-03,2027-09-03,false
4228254,1,2,2026-09-03,2027-09-03,false
7537009,1,2,2026-09-03,2027-09-03,false
4101882,1,2,2026-09-03,2027-09-03,false
4859941,1,2,2026-09-03,2027-09-03,false
6194340,1,2,2026-09-03,2027-09-03,false
6430123,1,2,2026-09-03,2027-09-03,false
4915833,1,2,2026-09-03,2027-09-03,false
7908789,1,2,2026-09-03,2027-09-03,false
6179391,1,2,2026-09-03,2027-09-03,false
6589562,1,2,2026-09-03,2027-09-03,false
3948091,1,2,2026-09-03,2027-09-03,false
6281860,1,2,2026-09-03,2027-09-03,false
7252558,1,2,2026-09-03,2027-09-03,false
0303535,1,2,2026-09-03,2027-09-03,false
8962361,1,2,2026-09-03,2027-09-03,false
3023249,1,2,2026-09-03,2027-09-03,false
5067767,1,2,2026-09-03,2027-09-03,false
9492631,1,2,2026-09-03,2027-09-03,false
6651360,1,2,2026-09-03,2027-09-03,false
7020322,1,2,2026-09-03,2027-09-03,false
3089313,1,2,2026-09-03,2027-09-03,false
7838767,1,2,2026-09-03,2027-09-03,false
0838019,1,2,2026-09-03,2027-09-03,false
0692768,1,2,2026-09-03,2027-09-03,false
4591906,1,2,2026-09-03,2027-09-03,false
6942579,1,2,2026-09-03,2027-09-03,false
0164863,1,2,2026-09-03,2027-09-03,false
0766206,1,2,2026-09-03,2027-09-03,false
1195364,1,2,2026-09-03,2027-09-03,false
1004135,1,2,2026-09-03,2027-09-03,false
8269194,1,2,2026-09-03,2027-09-03,false
6573257,1,2,2026-09-03,2027-09-03,false
1853206,1,2,2026-09-03,2027-09-03,false
4486520,1,2,2026-09-03,2027-09-03,false
2956884,1,2,2026-09-03,2027-09-03,false
1343390,1,2,2026-09-03,2027-09-03,false
3966448,1,2,2026-09-03,2027-09-03,false
6361410,1,2,2026-09-03,2027-09-03,false
0588837,1,2,2026-09-03,2027-09-03,false
4597025,1,2,2026-09-03,2027-09-03,false
8813072,1,2,2026-09-03,2027-09-03,false
2443567,1,2,2026-09-03,2027-09-03,false
1143532,1,2,2026-09-03,2027-09-03,false
7228086,1,2,2026-09-03,2027-09-03,false
1811109,1,2,2026-09-03,2027-09-03,false
2307177,1,2,2026-09-03,2027-09-03,false
7018606,1,2,2026-09-03,2027-09-03,false
1862907,1,2,2026-09-03,2027-09-03,false
7789356,1,2,2026-09-03,2027-09-03,false
1290690,1,2,2026-09-03,2027-09-03,false
1222227,1,2,2026-09-03,2027-09-03,false
6674952,1,2,2026-09-03,2027-09-03,false
0129183,1,2,2026-09-03,2027-09-03,false
6458320,1,2,2026-09-03,2027-09-03,false
5778460,1,2,2026-09-03,2027-09-03,false
8591702,1,2,2026-09-03,2027-09-03,false
6050456,1,2,2026-09-03,2027-09-03,false
4274726,1,2,2026-09-03,2027-09-03,false
3808555,1,2,2026-09-03,2027-09-03,false
4165679,1,2,2026-09-03,2027-09-03,false
3423566,1,2,2026-09-03,2027-09-03,false
0996560,1,2,2026-09-03,2027-09-03,false
3431454,1,2,2026-09-03,2027-09-03,false
0123853,1,2,2026-09-03,2027-09-03,false
7479141,1,2,2026-09-03,2027-09-03,false
9263688,1,2,2026-09-03,2027-09-03,false
6168350,1,2,2026-09-03,2027-09-03,false
5399564,1,2,2026-09-03,2027-09-03,false
4585738,1,2,2026-09-03,2027-09-03,false
8008413,1,2,2026-09-03,2027-09-03,false
8022973,1,2,2026-09-03,2027-09-03,false
8623213,1,2,2026-09-03,2027-09-03,false
6955471,1,2,2026-09-03,2027-09-03,false
1855010,1,2,2026-09-03,2027-09-03,false
1851433,1,2,2026-09-03,2027-09-03,false
3789510,1,2,2026-09-03,2027-09-03,false
9294907,1,2,2026-09-03,2027-09-03,false
7500403,1,2,2026-09-03,2027-09-03,false
7206118,1,2,2026-09-03,2027-09-03,false
3538134,1,2,2026-09-03,2027-09-03,false
8283693,1,2,2026-09-03,2027-09-03,false
4211746,1,2,2026-09-03,2027-09-03,false
8166547,1,2,2026-09-03,2027-09-03,false
4972263,1,2,2026-09-03,2027-09-03,false
2704136,1,2,2026-09-03,2027-09-03,false
1839620,1,2,2026-09-03,2027-09-03,false
2796335,1,2,2026-09-03,2027-09-03,false
8400355,1,2,2026-09-03,2027-09-03,false
1473814,1,2,2026-09-03,2027-09-03,false
5751349,1,2,2026-09-03,2027-09-03,false
9967178,1,2,2026-09-03,2027-09-03,false
7869829,1,2,2026-09-03,2027-09-03,false
8599583,1,2,2026-09-03,2027-09-03,false
5778067,1,2,2026-09-03,2027-09-03,false
4281122,1,2,2026-09-03,2027-09-03,false
0809499,1,2,2026-09-03,2027-09-03,false
8725889,1,2,2026-09-03,2027-09-03,false
8675222,1,2,2026-09-03,2027-09-03,false
3637201,1,2,2026-09-03,2027-09-03,false
6540267,1,2,2026-09-03,2027-09-03,false
8141728,1,2,2026-09-03,2027-09-03,false
8097559,1,2,2026-09-03,2027-09-03,false
6424755,1,2,2026-09-03,2027-09-03,false
2624639,1,2,2026-09-03,2027-09-03,false
9476141,1,2,2026-09-03,2027-09-03,false
5117000,1,2,2026-09-03,2027-09-03,false
3797996,1,2,2026-09-03,2027-09-03,false
3488774,1,2,2026-09-03,2027-09-03,false
0396656,1,2,2026-09-03,2027-09-03,false
0038069,1,2,2026-09-03,2027-09-03,false
1555792,1,2,2026-09-03,2027-09-03,false
8779962,1,2,2026-09-03,2027-09-03,false
2869469,1,2,2026-09-03,2027-09-03,false
6819129,1,2,2026-09-03,2027-09-03,false
5691918,1,2,2026-09-03,2027-09-03,false
3438352,1,2,2026-09-03,2027-09-03,false
1312828,1,2,2026-09-03,2027-09-03,false
1158611,1,2,2026-09-03,2027-09-03,false
7961821,1,2,2026-09-03,2027-09-03,false
9387826,1,2,2026-09-03,2027-09-03,false
3540725,1,2,2026-09-03,2027-09-03,false
1985994,1,2,2026-09-03,2027-09-03,false
9516017,1,2,2026-09-03,2027-09-03,false
6310001,1,2,2026-09-03,2027-09-03,false
8620743,1,2,2026-09-03,2027-09-03,false
9762818,1,2,2026-09-03,2027-09-03,false
1241269,1,2,2026-09-03,2027-09-03,false
4270282,1,2,2026-09-03,2027-09-03,false
2746562,1,2,2026-09-03,2027-09-03,false
7246035,1,2,2026-09-03,2027-09-03,false
9969100,1,2,2026-09-03,2027-09-03,false
2814640,1,2,2026-09-03,2027-09-03,false
6300024,1,2,2026-09-03,2027-09-03,false
5563936,1,2,2026-09-03,2027-09-03,false
6103975,1,2,2026-09-03,2027-09-03,false
6733255,1,2,2026-09-03,2027-09-03,false
9929131,1,2,2026-09-03,2027-09-03,false
2709854,1,2,2026-09-03,2027-09-03,false
7411965,1,2,2026-09-03,2027-09-03,false
2613914,1,2,2026-09-03,2027-09-03,false
1099876,1,2,2026-09-03,2027-09-03,false
5404496,1,2,2026-09-03,2027-09-03,false
6652956,1,2,2026-09-03,2027-09-03,false
2494975,1,2,2026-09-03,2027-09-03,false
1768606,1,2,2026-09-03,2027-09-03,false
3995975,1,2,2026-09-03,2027-09-03,false
3795853,1,2,2026-09-03,2027-09-03,false
3580498,1,2,2026-09-03,2027-09-03,false
7001354,1,2,2026-09-03,2027-09-03,false
7125010,1,2,2026-09-03,2027-09-03,false
4583449,1,2,2026-09-03,2027-09-03,false
5814521,1,2,2026-09-03,2027-09-03,false
6572570,1,2,2026-09-03,2027-09-03,false
8794440,1,2,2026-09-03,2027-09-03,false
8642904,1,2,2026-09-03,2027-09-03,false
6222038,1,2,2026-09-03,2027-09-03,false
2684192,1,2,2026-09-03,2027-09-03,false
1817870,1,2,2026-09-03,2027-09-03,false
1558085,1,2,2026-09-03,2027-09-03,false
4421256,1,2,2026-09-03,2027-09-03,false
5896735,1,2,2026-09-03,2027-09-03,false
8052924,1,2,2026-09-03,2027-09-03,false
8059217,1,2,2026-09-03,2027-09-03,false
5101949,1,2,2026-09-03,2027-09-03,false
0372281,1,2,2026-09-03,2027-09-03,false
2785738,1,2,2026-09-03,2027-09-03,false
0606191,1,2,2026-09-03,2027-09-03,false
7543374,1,2,2026-09-03,2027-09-03,false
4735094,1,2,2026-09-03,2027-09-03,false
9125723,1,2,2026-09-03,2027-09-03,false
8803261,1,2,2026-09-03,2027-09-03,false
6456845,1,2,2026-09-03,2027-09-03,false
5607797,1,2,2026-09-03,2027-09-03,false
7157612,1,2,2026-09-03,2027-09-03,false
6985004,1,2,2026-09-03,2027-09-03,false
7685411,1,2,2026-09-03,2027-09-03,false
